관측소명:대한해협
위도:34.919
경도:129.12125
관측시간	표층유속(cm/s)	표층유향(16points)	표층유향(deg)	수온(℃)	유의파고(MOSE.HF)(m)	유의파주기(MOSE.HF)(sec)	최대파고(MOSE.HF)(m)	최대파주기(MOSE.HF)(sec)	파향(16points)	파향(deg)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	
2024/07/05 01:30:00	88.7	동북동	63	20.83	1.01	3.9	1.58	6.0	남	187.00	8.0	남남서	192	22.3	1007.5	
2024/07/05 02:00:00	87.5	동북동	65	20.96	0.99	3.9	1.62	3.5	남	173.00	8.2	남	188	22.4	1006.8	
2024/07/05 02:30:00	82.4	동북동	61	20.83	1.10	4.1	1.79	4.0	남	181.00	11.7	남남서	195	22.7	1006.3	
2024/07/05 03:00:00	70.7	북동	38	20.61	1.14	3.8	1.96	4.0	남	184.00	10.5	남남서	203	22.5	1006.5	
2024/07/05 03:30:00	66.3	북동	40	20.62	0.98	3.9	1.42	3.5	북북동	20.00	8.8	남남서	202	22.0	1006.5	
2024/07/05 04:00:00	65.4	북동	48	20.68	1.08	4.1	1.64	6.5	남남서	198.00	8.8	남남서	210	21.9	1006.5	
2024/07/05 04:30:00	54.3	북동	42	20.58	1.00	4.1	1.63	3.0	남	191.00	8.5	남남서	208	21.8	1006.5	
2024/07/05 05:00:00	68.1	북동	49	21.08	0.98	4.3	1.64	4.5	남남서	197.00	7.2	남남서	209	21.9	1006.5	
2024/07/05 05:30:00	66.4	북동	50	21.21	1.07	4.1	1.56	5.5	남남서	198.00	8.6	남남서	199	22.0	1006.3	
2024/07/05 06:00:00	65.0	북동	56	21.25	1.04	4.3	1.66	4.5	남남서	202.00	8.6	남남서	205	22.0	1006.7	
2024/07/05 06:30:00	58.4	북동	55	21.24	1.09	4.5	2.08	4.0	남남서	206.00	7.8	남서	216	21.7	1007.2	
2024/07/05 07:00:00	72.8	동북동	60	21.15	1.08	4.7	1.87	6.0	남남서	198.00	8.2	남남서	211	21.6	1007.3	
2024/07/05 07:30:00	63.7	동북동	70	21.09	1.21	4.7	2.01	5.0	남남서	205.00	9.4	남남서	207	21.8	1007.3	
2024/07/05 08:00:00	62.3	동북동	68	21.10	1.23	4.8	1.91	5.0	남남서	207.00	9.9	남남서	208	21.9	1007.3	
2024/07/05 08:30:00	59.6	동북동	66	21.02	1.17	4.8	1.69	4.5	남남서	202.00	9.0	남남서	207	21.9	1007.1	
2024/07/05 09:00:00	69.0	동북동	68	20.89	1.13	4.7	2.17	4.5	남남서	203.00	9.3	남남서	203	21.8	1007.0	
2024/07/05 09:30:00	68.5	동북동	61	20.70	1.24	4.5	2.00	5.5	남남서	197.00	9.3	남남서	206	21.8	1006.7	
2024/07/05 10:00:00	74.8	북동	52	20.63	1.13	4.4	1.76	4.0	남남서	206.00	9.1	남남서	199	21.7	1006.7	
2024/07/05 10:30:00	84.2	북동	51	20.70	1.10	4.5	1.92	4.0	남남서	196.00	8.8	남남서	199	21.8	1006.9	
2024/07/05 11:00:00	80.6	북동	51	20.91	1.10	4.4	1.76	4.0	남	191.00	8.9	남남서	203	21.9	1007.2	
2024/07/05 11:30:00	77.4	동북동	61	20.93	1.16	4.8	1.77	4.0	남남서	211.00	8.3	남남서	197	22.0	1007.3	
2024/07/05 12:00:00	81.1	북동	50	21.00	1.06	4.2	1.59	5.5	남남서	205.00	8.7	남남서	199	22.1	1007.3	
2024/07/05 12:30:00	77.0	동북동	60	21.02	1.11	4.7	2.05	4.0	남남서	205.00	8.9	남남서	202	22.1	1007.1	
2024/07/05 13:00:00	74.5	동북동	58	20.96	1.03	4.5	1.77	5.0	남남서	205.00	9.1	남남서	200	22.2	1007.0	
2024/07/05 13:30:00	57.9	동북동	57	21.13	1.00	4.8	1.54	4.5	남서	218.00	9.0	남남서	204	22.4	1006.8	
2024/07/05 14:00:00	54.0	동북동	65	21.20	0.92	4.4	1.38	4.0	남남서	208.00	9.5	남남서	205	22.4	1006.5	
2024/07/05 14:30:00	47.0	동북동	65	21.28	1.05	4.7	1.65	4.0	남남서	208.00	9.3	남남서	210	22.5	1006.5	
2024/07/05 15:00:00	38.6	동북동	65	21.27	0.93	4.5	1.60	6.0	남남서	207.00	9.4	남남서	205	22.3	1006.4	
2024/07/05 15:30:00	29.2	동북동	78	21.22	0.94	4.4	1.52	5.0	남남서	206.00	8.7	남남서	206	22.4	1006.4	
2024/07/05 16:00:00	18.9	동북동	65	21.19	0.86	4.7	1.57	5.0	남남서	208.00	8.8	남남서	207	22.3	1006.2	
2024/07/05 16:30:00	12.8	동북동	71	21.16	0.85	4.5	1.53	4.0	남남서	209.00	8.4	남남서	203	22.1	1006.2	
2024/07/05 17:00:00	8.3	동북동	78	21.14	0.82	4.8	1.38	4.0	남남서	202.00	7.8	남남서	194	22.0	1006.2	
2024/07/05 17:30:00	12.4	동북동	68	21.14	0.82	4.9	1.36	6.5	남남서	210.00	8.1	남남서	201	21.9	1006.1	
2024/07/05 18:00:00	9.3	동북동	71	21.10	0.78	5.1	1.20	5.5	남남서	213.00	7.8	남남서	203	21.9	1006.1	
2024/07/05 18:30:00	18.6	동남동	109	21.11	0.78	5.0	1.34	7.0	남서	215.00	8.0	남남서	204	21.8	1006.3	
2024/07/05 19:00:00	14.6	동	88	21.02	0.81	5.1	1.37	4.5	남서	218.00	8.2	남남서	204	21.8	1006.3	
2024/07/05 19:30:00	24.3	동북동	69	20.86	0.77	4.6	1.21	6.0	남남서	207.00	7.9	남남서	204	21.8	1006.5	
2024/07/05 20:00:00	22.7	동북동	62	20.74	0.82	4.5	1.51	6.0	남남서	208.00	7.3	남남서	205	21.8	1006.8	
2024/07/05 20:30:00	33.2	동북동	63	20.64	0.84	4.6	1.47	5.5	남서	215.00	7.9	남남서	205	21.8	1006.9	
2024/07/05 21:00:00	46.8	동북동	71	20.46	0.86	4.5	1.24	5.0	남서	225.00	7.8	남남서	206	21.6	1007.1	
2024/07/05 21:30:00	55.3	동북동	72	20.49	0.81	4.5	1.28	4.0	남남서	210.00	7.2	남남서	205	21.5	1007.3	
2024/07/05 22:00:00	65.0	동북동	66	20.45	0.85	5.0	1.48	5.0	남남서	209.00	6.6	남남서	211	21.5	1007.6	
2024/07/05 22:30:00	62.4	동북동	73	20.34	0.84	5.0	1.28	5.5	남남서	204.00	6.5	남서	217	21.6	1007.7	
2024/07/05 23:00:00	80.5	동북동	73	20.33	0.87	4.6	1.67	3.5	남서	227.00	7.2	남서	216	21.6	1007.6	
2024/07/05 23:30:00	84.4	동북동	76	20.14	0.84	4.6	1.51	5.5	남서	216.00	7.7	남남서	213	21.6	1007.6	
2024/07/06 00:00:00	102.8	동북동	77	20.46	0.84	4.4	1.46	5.0	남남서	207.00	8.0	남남서	213	21.6	1007.5	
2024/07/06 00:30:00	104.1	동북동	76	20.84	0.81	4.7	1.41	6.0	남남서	205.00	7.8	남남서	213	21.6	1007.7	
2024/07/06 01:00:00	98.0	동북동	73	20.80	0.77	4.4	1.28	5.0	남남서	201.00	6.8	남서	221	21.6	1007.7	
2024/07/06 01:30:00	87.9	동북동	73	20.75	0.77	4.0	1.21	3.5	남	189.00	7.5	남서	215	21.6	1007.8	
2024/07/06 02:00:00	76.5	동북동	68	20.72	0.87	4.3	1.40	3.5	남	190.00	7.3	남남서	210	21.5	1007.8	
2024/07/06 02:30:00	68.8	동북동	73	20.57	0.78	4.4	1.74	4.0	남남서	205.00	7.2	남남서	213	21.4	1007.6	
2024/07/06 03:00:00	59.2	동북동	65	20.38	0.78	4.4	1.19	4.0	남	177.00	6.9	남남서	210	21.3	1007.4	
2024/07/06 03:30:00	46.2	동북동	64	20.42	0.83	4.4	1.28	5.5	남남서	206.00	6.8	남남서	202	21.5	1007.3	
2024/07/06 04:00:00	43.8	동북동	68	20.60	0.77	4.6	1.37	4.0	남서	218.00	7.4	남남서	206	21.7	1007.2	
2024/07/06 04:30:00	32.9	북동	56	20.54	0.77	4.3	1.24	4.0	남남서	204.00	7.3	남남서	211	21.8	1007.2	
2024/07/06 05:00:00	48.5	북북동	30	20.80	0.72	4.7	1.17	4.0	남남서	211.00	5.8	남서	217	21.9	1007.7	
2024/07/06 05:30:00	31.2	북동	36	21.02	0.72	4.2	1.12	3.5	북북동	19.00	5.5	남서	218	22.1	1008.1	
2024/07/06 06:00:00	38.9	북동	35	21.24	0.74	4.2	1.12	4.5	남남서	209.00	6.1	남남서	200	22.2	1008.0	
2024/07/06 06:30:00	44.0	북북동	24	21.45	0.81	4.5	1.24	6.0	남남서	212.00	8.4	남남서	198	22.4	1007.9	
2024/07/06 07:00:00	39.5	북북동	29	21.16	0.83	4.5	1.35	3.5	남남서	211.00	7.5	남남서	204	22.3	1008.2	
2024/07/06 07:30:00	51.1	북동	47	20.98	0.85	4.2	1.16	5.5	남남서	204.00	8.5	남서	216	22.1	1008.3	
2024/07/06 08:00:00	59.6	북동	51	20.99	0.86	3.9	1.83	3.5	북북동	19.00	7.8	남남서	208	21.9	1008.7	
2024/07/06 08:30:00	69.0	북동	54	20.96	0.87	3.7	1.25	3.0	북동	47.00	7.4	남남서	207	21.9	1009.0	
2024/07/06 09:00:00	82.3	동북동	59	20.98	0.87	4.1	1.45	4.0	남서	231.00	6.8	남남서	209	22.0	1009.1	
2024/07/06 09:30:00	79.3	북동	42	21.16	0.83	4.6	1.63	4.5	남서	215.00	6.2	남서	214	22.0	1009.2	
2024/07/06 10:00:00	89.2	북동	51	21.25	0.80	4.5	1.46	3.5	남남서	212.00	6.1	남남서	213	22.3	1009.5	
2024/07/06 10:30:00	88.6	북동	49	21.34	0.83	4.5	1.18	4.5	남남서	202.00	6.4	남서	215	22.4	1009.7	
2024/07/06 11:00:00	91.2	북동	47	21.39	0.88	4.4	1.44	5.0	남남서	208.00	7.0	남서	222	22.7	1010.0	
2024/07/06 11:30:00	97.5	북동	49	21.39	0.94	4.4	1.60	3.5	남남서	200.00	8.8	남남서	211	23.1	1009.8	
2024/07/06 12:00:00	79.3	북동	46	21.46	0.96	4.4	1.84	5.0	남서	225.00	6.2	남서	214	22.7	1009.8	
2024/07/06 12:30:00	87.8	북동	53	21.53	0.97	4.0	1.70	5.0	남	187.00	8.3	남남서	192	23.1	1009.6	
2024/07/06 13:00:00	88.3	북동	56	21.58	0.96	4.1	1.44	5.5	남서	215.00	9.1	남	188	23.2	1009.3	
2024/07/06 13:30:00	80.2	북동	55	21.62	1.00	3.8	1.81	4.0	북북동	21.00	9.1	남	190	23.4	1009.1	
2024/07/06 14:00:00	68.4	북동	54	21.70	0.99	4.0	1.58	3.5	북동	47.00	8.8	남남서	192	23.5	1009.0	
2024/07/06 14:30:00	67.6	동북동	58	21.85	0.99	3.9	1.60	4.0	남	182.00	8.7	남남서	194	23.6	1008.9	
2024/07/06 15:00:00	58.4	동북동	59	21.81	1.06	4.0	1.69	4.0	남남서	198.00	8.3	남남서	195	23.6	1008.7	
2024/07/06 15:30:00	42.6	동북동	67	21.79	1.04	4.2	1.65	3.5	남남서	203.00	8.8	남남서	198	23.8	1008.4	
2024/07/06 16:00:00	31.9	북동	51	21.75	1.23	4.1	1.91	4.5	남남서	204.00	9.2	남남서	201	23.7	1008.3	
2024/07/06 16:30:00	22.8	동북동	68	21.73	1.04	4.1	1.77	4.5	남남서	204.00	10.4	남남서	202	23.8	1008.0	
2024/07/06 17:00:00	18.4	동북동	63	21.64	1.06	4.3	1.79	4.0	남남서	199.00	11.4	남남서	201	23.9	1007.5	
2024/07/06 17:30:00	19.2	북동	40	21.64	1.02	4.3	1.48	4.0	남남서	192.00	10.5	남남서	200	23.7	1007.3	
2024/07/06 18:00:00	10.1	동	86	21.54	1.01	4.2	1.90	4.5	남남서	197.00	8.5	남남서	204	23.6	1007.4	
2024/07/06 18:30:00	10.5	동	81	21.56	0.89	4.3	1.48	4.0	남남서	194.00	8.2	남남서	205	23.3	1007.7	
2024/07/06 19:00:00	16.3	동남동	116	21.53	0.78	4.4	1.24	5.0	남남서	195.00	8.0	남서	216	23.1	1007.8	
2024/07/06 19:30:00	18.5	동남동	108	21.45	0.76	4.6	1.56	4.5	남남서	207.00	9.3	남남서	210	23.6	1007.9	
2024/07/06 20:00:00	23.7	동남동	108	21.29	0.93	4.4	1.43	4.0	남남서	199.00	10.0	남남서	203	23.9	1007.9	
2024/07/06 20:30:00	26.3	동남동	102	21.22	1.03	4.9	1.55	5.5	남남서	200.00	7.9	남서	225	23.3	1008.1	
2024/07/06 21:00:00	41.9	동북동	73	21.16	1.15	4.6	1.95	5.0	남남서	203.00	10.5	남서	216	23.7	1008.2	
2024/07/06 21:30:00	45.3	동북동	73	20.79	1.13	4.6	1.92	6.0	남남서	199.00	9.5	남남서	209	23.4	1008.4	
2024/07/06 22:00:00	61.3	동북동	71	20.84	1.26	4.8	1.98	4.5	남	190.00	8.4	남남서	205	23.1	1008.5	
2024/07/06 22:30:00	70.4	동북동	76	20.97	1.26	4.7	2.30	5.0	남남서	200.00	9.6	남남서	204	23.2	1008.3	
2024/07/06 23:00:00	68.6	동북동	74	20.96	1.31	4.8	2.48	4.5	남남서	201.00	10.0	남남서	208	23.4	1008.2	
2024/07/06 23:30:00	73.8	동북동	75	20.86	1.25	4.6	1.81	5.0	남남서	204.00	9.3	남남서	210	23.1	1008.4	
2024/07/07 00:00:00	87.3	동북동	70	20.49	1.29	4.6	2.10	5.0	남남서	208.00	8.5	남남서	206	22.9	1008.4	
2024/07/07 00:30:00	85.0	동북동	71	20.91	1.29	4.8	2.31	5.0	남남서	205.00	7.5	남남서	210	22.8	1008.5	
2024/07/07 01:00:00	100.6	동북동	69	21.07	1.20	4.6	1.86	4.5	남서	214.00	7.3	남남서	211	22.6	1008.3	
2024/07/07 01:30:00	88.8	동북동	74	21.02	1.15	4.6	1.83	4.0	남	185.00	8.3	남서	214	22.6	1008.1	
2024/07/07 02:00:00	78.1	동북동	67	20.85	1.22	4.8	1.86	5.0	남남서	204.00	7.8	남서	216	22.0	1008.3	
2024/07/07 02:30:00	77.3	동북동	69	20.69	1.16	4.7	1.83	6.0	남	190.00	9.2	남남서	211	21.9	1008.1	
2024/07/07 03:00:00	70.4	동북동	74	20.50	1.16	4.6	2.28	6.0	남남서	198.00	8.8	남서	218	22.2	1008.0	
2024/07/07 03:30:00	50.5	동북동	63	20.37	1.17	5.0	1.93	5.5	남남서	204.00	8.5	남남서	213	21.9	1007.9	
2024/07/07 04:00:00	51.9	동북동	66	20.27	1.22	5.1	2.20	5.0	남남서	208.00	7.8	남남서	210	22.0	1007.6	
2024/07/07 04:30:00	53.0	동북동	58	20.45	1.13	4.9	1.83	5.0	남남서	203.00	9.0	남남서	209	22.5	1007.4	
2024/07/07 05:00:00	44.5	북동	44	20.68	1.18	4.8	1.72	5.0	남남서	211.00	8.9	남남서	208	22.5	1007.3	
2024/07/07 05:30:00	40.4	북북동	29	20.97	1.27	4.6	1.98	4.5	남남서	212.00	9.2	남남서	210	22.7	1007.2	
2024/07/07 06:00:00	46.9	북북동	30	21.12	1.20	4.7	1.82	4.0	남남서	205.00	8.4	남서	217	22.5	1007.5	
2024/07/07 06:30:00	36.3	북동	36	21.12	1.11	4.7	1.84	5.5	남남서	212.00	8.3	남서	217	22.3	1007.6	
2024/07/07 07:00:00	41.0	북북동	27	21.24	1.14	4.7	1.72	6.5	남서	214.00	7.8	남서	219	22.0	1007.7	
2024/07/07 07:30:00	51.6	북동	42	21.25	1.06	4.6	1.93	5.5	남남서	210.00	8.2	남서	219	22.1	1007.7	
2024/07/07 08:00:00	40.9	북동	38	21.22	1.12	4.8	1.80	5.5	남남서	202.00	7.8	남서	221	22.0	1007.9	
2024/07/07 08:30:00	66.5	북동	56	21.11	1.11	4.9	1.85	5.0	남남서	211.00	7.2	남서	231	21.8	1008.3	
2024/07/07 09:00:00	80.0	동북동	70	21.13	1.27	4.9	2.06	4.5	남남서	199.00	9.0	남서	230	22.2	1008.6	
2024/07/07 09:30:00	81.5	동북동	62	20.95	1.22	4.9	1.87	5.5	남	188.00	9.6	남서	223	22.4	1008.5	
2024/07/07 10:00:00	90.3	동북동	63	21.07	1.22	4.5	2.34	6.5	남	189.00	9.4	남서	217	22.5	1008.5	
2024/07/07 10:30:00	89.9	북동	56	21.03	1.34	5.0	2.01	6.0	남남서	208.00	8.6	남서	219	22.3	1008.7	
2024/07/07 11:00:00	96.3	동북동	67	21.03	1.23	4.9	1.93	5.0	남남서	211.00	7.7	남서	220	22.2	1008.9	
2024/07/07 11:30:00	98.3	동북동	59	21.06	1.16	4.8	1.87	4.5	남남서	195.00	7.7	남남서	210	22.4	1008.8	
2024/07/07 12:00:00	87.3	북동	51	21.07	1.13	4.9	1.65	5.5	남남서	207.00	7.6	남남서	211	22.3	1008.6	
2024/07/07 12:30:00	81.4	북동	36	21.11	1.15	4.9	1.73	4.5	남남서	207.00	6.4	남남서	210	22.2	1008.7	
2024/07/07 13:00:00	76.9	북동	41	21.08	1.06	4.8	1.81	4.5	남남서	197.00	4.8	남남서	210	22.2	1008.7	
2024/07/07 13:30:00	83.1	북동	50	21.27	1.13	5.1	1.96	4.5	남남서	207.00	6.6	남남서	209	22.4	1008.6	
2024/07/07 14:00:00	72.9	북동	55	21.50	1.06	5.1	1.56	5.5	남남서	212.00	7.3	남남서	203	22.6	1008.3	
2024/07/07 14:30:00	66.5	북동	55	21.51	1.09	5.3	1.85	6.5	남남서	211.00	7.3	남남서	204	22.8	1008.1	
2024/07/07 15:00:00	46.5	동북동	64	21.50	1.02	5.1	1.50	5.0	남남서	204.00	7.3	남남서	207	22.8	1007.8	
2024/07/07 15:30:00	46.0	북동	56	21.54	0.99	5.1	1.85	4.0	남남서	204.00	8.0	남남서	209	23.0	1007.7	
2024/07/07 16:00:00	33.5	동북동	77	21.66	1.06	5.2	1.87	6.0	남남서	197.00	8.4	남남서	202	23.1	1007.5	
2024/07/07 16:30:00	22.0	북동	53	21.62	1.07	4.7	1.68	4.5	남남서	201.00	8.4	남남서	208	23.3	1007.4	
2024/07/07 17:00:00	10.2	북동	48	21.63	1.12	5.3	1.77	6.0	남남서	199.00	8.7	남남서	207	23.3	1007.4	
2024/07/07 17:30:00	9.4	북동	53	21.62	1.03	5.2	1.52	6.0	남남서	199.00	8.3	남남서	206	23.3	1007.3	
2024/07/07 18:00:00	4.8	동북동	73	21.61	1.05	5.3	1.58	4.5	남남서	198.00	7.5	남남서	208	23.3	1007.4	
2024/07/07 18:30:00	4.5	동남동	107	21.61	0.99	5.3	1.64	6.5	남남서	205.00	7.8	남남서	211	23.3	1007.4	
2024/07/07 19:00:00	6.0	동남동	112	21.63	1.05	5.4	1.42	5.0	남남서	209.00	7.7	남남서	206	23.3	1007.5	
2024/07/07 19:30:00	6.1	동	96	21.59	0.98	5.3	1.44	4.5	남남서	211.00	7.1	남남서	203	23.2	1007.6	
2024/07/07 20:00:00	10.3	동	88	21.52	0.96	4.9	1.63	4.5	남남서	202.00	7.6	남남서	196	23.0	1007.3	
2024/07/07 20:30:00	20.4	동북동	75	21.51	0.97	5.3	1.52	5.0	남남서	213.00	7.9	남남서	205	23.0	1007.3	
2024/07/07 21:00:00	22.3	동북동	64	21.54	0.99	4.9	1.61	5.0	남남서	209.00	7.7	남남서	207	23.1	1007.6	
2024/07/07 21:30:00	36.3	동북동	69	21.57	1.05	4.7	1.61	5.5	남	186.00	7.3	남남서	203	23.1	1007.8	
2024/07/07 22:00:00	43.0	동북동	58	21.51	1.03	4.7	1.88	5.0	남남서	206.00	6.8	남남서	199	23.0	1008.0	
2024/07/07 22:30:00	51.5	동북동	59	21.30	1.09	4.8	1.86	4.5	남남서	202.00	6.8	남남서	195	22.9	1008.1	
2024/07/07 23:00:00	74.8	동북동	67	20.87	1.10	4.7	1.65	5.5	남남서	203.00	7.7	남남서	199	22.9	1008.0	
2024/07/07 23:30:00	86.5	동북동	70	20.98	1.06	4.6	1.53	5.5	남남서	207.00	5.0	남서	222	22.4	1008.0	
2024/07/08 00:00:00	82.1	동북동	70	21.14	1.13	4.9	1.63	5.5	남남서	207.00	5.4	남남서	213	22.4	1007.6	
2024/07/08 00:30:00	92.8	동북동	72	21.15	1.10	4.6	1.95	5.0	남서	214.00	6.5	남남서	211	22.7	1007.5	
2024/07/08 01:00:00	93.9	동북동	69	21.21	1.15	4.6	1.84	4.5	남남서	208.00	8.4	남남서	204	22.9	1007.3	
2024/07/08 01:30:00	101.4	동북동	68	21.23	1.27	4.6	2.00	4.5	남남서	203.00	8.1	남남서	201	22.9	1007.3	
2024/07/08 02:00:00	97.4	동북동	68	21.20	1.06	4.6	1.76	5.5	남남서	198.00	8.2	남남서	202	22.8	1006.9	
2024/07/08 02:30:00	97.9	동북동	71	21.29	1.10	4.4	1.66	4.5	남남서	202.00	8.3	남남서	203	22.8	1006.5	
2024/07/08 03:00:00	91.1	동북동	70	21.20	1.17	4.7	1.84	4.0	남남서	199.00	9.2	남남서	202	22.9	1006.2	
2024/07/08 03:30:00	84.7	동북동	66	20.99	1.08	4.5	1.56	4.5	남남서	208.00	8.7	남남서	209	22.8	1006.5	
2024/07/08 04:00:00	86.8	동북동	71	21.43	1.13	4.5	1.78	6.0	남남서	202.00	9.1	남남서	207	22.6	1006.7	
2024/07/08 04:30:00	70.1	동북동	65	21.33	1.00	4.6	1.55	5.0	남남서	200.00	9.1	남남서	210	22.5	1006.8	
2024/07/08 05:00:00	64.4	동북동	64	21.16	1.09	4.8	1.88	4.5	남남서	198.00	8.4	남남서	208	22.3	1006.7	
2024/07/08 05:30:00	54.3	동북동	62	21.18	1.08	4.8	1.67	4.0	남남서	209.00	8.4	남남서	209	22.2	1007.0	
2024/07/08 06:00:00	52.6	북동	56	20.87	1.11	4.8	1.97	5.0	남남서	203.00	8.2	남남서	204	22.2	1007.0	
2024/07/08 06:30:00	46.0	북동	41	20.82	1.11	4.9	2.28	5.0	남남서	209.00	8.0	남남서	209	22.3	1007.2	
2024/07/08 07:00:00	55.3	동북동	63	20.81	1.08	4.8	1.98	6.0	남	190.00	7.9	남남서	208	22.2	1007.2	
2024/07/08 07:30:00	48.3	북동	52	20.62	1.04	4.7	1.57	5.0	남남서	196.00	8.5	남남서	208	22.4	1007.5	
2024/07/08 08:00:00	44.6	북동	54	20.41	1.06	4.9	1.71	5.0	남남서	204.00	6.8	남남서	205	22.3	1007.8	
2024/07/08 08:30:00	45.9	북동	47	20.23	1.09	5.0	2.09	4.5	남남서	203.00	5.7	남남서	203	22.2	1007.9	
2024/07/08 09:00:00	51.4	북동	46	20.37	1.01	5.2	1.60	5.5	남남서	201.00	6.1	남남서	202	22.2	1007.8	
2024/07/08 09:30:00	58.5	북동	48	20.54	1.07	5.2	1.75	4.0	남남서	195.00	5.5	남남서	207	22.1	1007.5	
2024/07/08 10:00:00	66.9	북동	49	20.45	1.02	5.0	1.40	4.0	남	181.00	5.8	남서	218	22.2	1007.5	
2024/07/08 10:30:00	60.0	북동	51	20.33	1.04	4.9	2.13	4.5	남남서	204.00	5.9	남서	215	22.5	1007.4	
2024/07/08 11:00:00	63.7	북동	55	20.07	1.11	4.9	1.73	5.0	남남서	200.00	5.3	남서	229	22.4	1007.6	
2024/07/08 11:30:00	71.8	동북동	57	20.12	1.05	5.2	1.61	4.5	남남서	204.00	5.7	남서	227	22.6	1007.4	
2024/07/08 12:00:00	67.8	북동	54	20.13	1.03	4.8	1.62	4.0	남남서	208.00	6.7	남남서	212	23.0	1007.2	
2024/07/08 12:30:00	75.4	북동	56	20.54	1.03	4.9	1.96	5.0	남남서	207.00	5.0	남서	234	22.4	1007.3	
2024/07/08 13:00:00	90.1	북동	53	20.95	0.96	4.8	1.81	5.0	남	191.00	4.5	서남서	237	21.7	1007.2	
2024/07/08 13:30:00	83.8	북동	54	21.22	1.03	4.8	1.87	4.5	남남서	192.00	5.8	남서	229	22.0	1007.2	
2024/07/08 14:00:00	58.5	북동	45	21.26	1.05	4.9	1.71	4.0	남남서	196.00	5.9	남서	224	22.3	1006.9	
2024/07/08 14:30:00	62.9	북동	47	21.57	1.09	5.2	1.87	6.0	남남서	193.00	6.2	남남서	208	22.7	1006.6	
2024/07/08 15:00:00	52.1	북동	49	21.69	1.02	5.3	2.04	5.5	남남서	193.00	4.9	남서	219	22.8	1006.5	
2024/07/08 15:30:00	54.8	북동	42	21.83	0.97	5.3	1.94	5.5	남남서	204.00	5.1	남서	225	22.6	1006.5	
2024/07/08 16:00:00	30.9	북동	46	21.67	0.94	5.5	1.82	5.5	남남서	196.00	5.0	남서	218	22.7	1006.5	
2024/07/08 16:30:00	31.0	북동	49	21.72	0.97	5.4	1.55	5.5	남남서	208.00	3.9	남서	219	22.9	1006.5	
2024/07/08 17:00:00	19.5	북북동	33	21.74	0.88	5.3	1.30	5.5	남남서	194.00	3.3	남서	217	23.0	1006.5	
2024/07/08 17:30:00	17.7	북북동	18	21.68	0.90	5.3	1.43	6.5	남남서	195.00	3.8	남남서	207	23.1	1006.4	
2024/07/08 18:00:00	22.2	북동	40	21.81	0.89	5.7	1.37	6.5	남남서	200.00	5.7	남남서	198	23.3	1006.4	
2024/07/08 18:30:00	22.2	북북동	28	22.06	0.94	6.0	1.56	6.0	남남서	201.00	6.7	남남서	193	23.6	1006.2	
2024/07/08 19:00:00	16.2	북북동	26	22.07	0.85	5.4	1.13	6.0	남남서	205.00	6.4	남남서	194	23.5	1006.3	
2024/07/08 19:30:00	15.7	북동	53	22.13	0.86	5.7	1.52	5.5	남남서	203.00	7.2	남남서	195	23.7	1006.3	
2024/07/08 20:00:00	18.2	동	87	22.15	0.88	5.1	1.40	4.5	남남서	206.00	7.7	남남서	197	23.8	1006.1	
2024/07/08 20:30:00	22.2	동북동	74	22.09	0.98	5.0	1.65	4.5	남남서	212.00	8.5	남남서	200	23.8	1006.1	
2024/07/08 21:00:00	31.5	동	82	22.02	1.01	4.9	1.60	6.5	남서	214.00	9.5	남남서	198	24.0	1005.8	
2024/07/08 21:30:00	39.6	동	81	21.82	1.20	4.7	1.93	5.0	남	190.00	9.7	남남서	199	24.0	1005.6	
2024/07/08 22:00:00	48.2	동북동	71	21.61	1.16	4.7	1.66	4.5	남남서	203.00	10.3	남남서	201	24.0	1005.5	
2024/07/08 22:30:00	63.8	동북동	64	21.67	1.33	4.8	2.12	4.0	남남서	213.00	10.1	남남서	203	24.0	1005.5	
2024/07/08 23:00:00	77.1	동북동	66	21.70	1.23	4.5	1.80	4.5	남남서	194.00	9.7	남남서	203	23.9	1005.4	
2024/07/08 23:30:00	83.5	동북동	66	21.64	1.42	4.8	2.59	4.5	남남서	193.00	11.0	남남서	207	23.8	1005.4	
2024/07/09 00:00:00	88.6	동북동	69	21.39	1.72	4.7	2.73	5.0	남남서	194.00	11.2	남남서	208	23.8	1005.2	
2024/07/09 00:30:00	101.8	동북동	72	20.99	1.60	4.8	2.77	5.0	남	190.00	11.8	남남서	212	23.7	1005.1	
2024/07/09 01:00:00	103.3	동북동	77	20.46	1.65	4.8	2.43	5.5	남남서	203.00	8.9	남서	223	22.8	1005.1	
2024/07/09 01:30:00	107.5	동북동	75	20.94	1.55	4.6	2.73	5.5	남남서	208.00	8.9	남서	214	22.2	1004.5	
2024/07/09 02:00:00	115.7	동북동	75	20.74	1.48	4.9	2.09	5.5	남남서	203.00	10.8	남남서	212	23.1	1004.3	
2024/07/09 02:30:00	108.8	동	79	21.12	1.41	4.7	2.39	6.0	남남서	196.00	9.9	남서	220	22.5	1004.5	
2024/07/09 03:00:00	102.0	동북동	75	20.92	1.42	4.9	2.07	4.5	남남서	198.00	8.7	남서	223	21.9	1004.7	
2024/07/09 03:30:00	98.6	동북동	78	20.57	1.27	5.0	2.19	4.5	남남서	200.00	7.5	남서	227	21.7	1004.7	
